"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"1201","F",0.75,0.565,0.215,1.938,0.7735,0.4825,0.575
"1202","M",0.75,0.595,0.205,2.2205,1.083,0.421,0.63
"1203","M",0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642
"1204","M",0.775,0.63,0.25,2.7795,1.3485,0.76,0.578
"1205","F",0.375,0.27,0.135,0.597,0.272,0.131,0.1675
"1206","M",0.39,0.28,0.125,0.564,0.3035,0.0955,0.143
"1207","M",0.445,0.32,0.12,0.414,0.199,0.09,0.117
"1208","M",0.465,0.36,0.115,0.5795,0.295,0.1395,0.12
"1209","M",0.485,0.37,0.155,0.968,0.419,0.2455,0.2365
"1210","F",0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
"1211","M",0.5,0.37,0.15,1.0615,0.494,0.223,0.296
"1212","M",0.515,0.35,0.155,0.9225,0.4185,0.198,0.273
"1213","M",0.515,0.395,0.135,1.007,0.472,0.2495,0.252
"1214","M",0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
"1215","M",0.525,0.38,0.125,0.65,0.303,0.155,0.159
"1216","M",0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
"1217","F",0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795
"1218","F",0.545,0.415,0.2,1.358,0.567,0.318,0.403
"1219","F",0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845
"1220","F",0.55,0.38,0.165,1.205,0.543,0.294,0.3345
"1221","M",0.55,0.42,0.16,1.3405,0.6325,0.311,0.344
"1222","M",0.57,0.455,0.175,1.02,0.4805,0.2145,0.29
"1223","M",0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485
"1224","F",0.58,0.43,0.17,1.48,0.6535,0.324,0.4155
"1225","M",0.585,0.455,0.145,0.953,0.3945,0.2685,0.258
"1226","M",0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285
"1227","M",0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
"1228","M",0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343
"1229","M",0.605,0.475,0.15,1.15,0.575,0.232,0.297
"1230","F",0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005
"1231","F",0.615,0.455,0.145,1.1155,0.5045,0.238,0.315
"1232","M",0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
"1233","M",0.625,0.495,0.175,1.254,0.5815,0.286,0.3185
"1234","M",0.625,0.49,0.185,1.169,0.5275,0.2535,0.344
"1235","M",0.635,0.495,0.195,1.172,0.445,0.3115,0.3475
"1236","F",0.635,0.475,0.15,1.1845,0.533,0.307,0.291
"1237","F",0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
"1238","M",0.645,0.5,0.16,1.3815,0.672,0.326,0.315
"1239","M",0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965
"1240","M",0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
"1241","F",0.655,0.52,0.2,1.5475,0.713,0.314,0.466
"1242","M",0.655,0.545,0.19,1.4245,0.6325,0.333,0.378
"1243","F",0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375
"1244","F",0.675,0.53,0.175,1.4465,0.6775,0.33,0.389
"1245","F",0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
"1246","F",0.695,0.55,0.185,1.679,0.805,0.4015,0.3965
"1247","M",0.695,0.53,0.19,1.726,0.7625,0.436,0.455
"1248","F",0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645
"1249","F",0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015
"1250","M",0.72,0.56,0.18,1.5865,0.691,0.375,0.4425
"1251","M",0.73,0.575,0.21,2.069,0.9285,0.409,0.643
"1252","F",0.51,0.4,0.12,0.7005,0.347,0.1105,0.195
"1253","M",0.515,0.385,0.11,0.5785,0.253,0.16,0.14
"1254","F",0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295
"1255","M",0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
"1256","M",0.555,0.41,0.125,0.599,0.2345,0.1465,0.194
"1257","M",0.555,0.4,0.13,0.7075,0.332,0.1585,0.18
"1258","M",0.555,0.455,0.135,0.837,0.382,0.171,0.235
"1259","F",0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23
"1260","M",0.565,0.415,0.125,0.667,0.302,0.1545,0.185
"1261","M",0.565,0.455,0.155,0.9355,0.421,0.183,0.26
"1262","M",0.565,0.45,0.16,0.895,0.415,0.195,0.246
"1263","M",0.57,0.46,0.155,1.0005,0.454,0.205,0.265
"1264","M",0.57,0.455,0.155,0.832,0.3585,0.174,0.277
"1265","M",0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283
"1266","M",0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
"1267","F",0.57,0.44,0.12,0.803,0.382,0.1525,0.234
"1268","M",0.575,0.45,0.13,0.785,0.318,0.193,0.2265
"1269","M",0.575,0.45,0.155,0.9765,0.495,0.2145,0.235
"1270","M",0.575,0.435,0.135,0.992,0.432,0.2225,0.239
"1271","M",0.575,0.455,0.155,1.013,0.4685,0.2085,0.295
"1272","M",0.575,0.445,0.145,0.876,0.3795,0.1615,0.27
"1273","F",0.575,0.465,0.175,1.099,0.4735,0.202,0.35
"1274","F",0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22
"1275","M",0.575,0.475,0.145,0.857,0.3665,0.173,0.269
"1276","F",0.58,0.45,0.195,0.8265,0.4035,0.173,0.225
"1277","F",0.58,0.5,0.165,0.925,0.37,0.185,0.3005
"1278","M",0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795
"1279","M",0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485
"1280","M",0.595,0.455,0.15,0.886,0.4315,0.201,0.223
"1281","F",0.6,0.47,0.135,0.97,0.4655,0.1955,0.264
"1282","M",0.6,0.46,0.17,1.1805,0.456,0.337,0.329
"1283","M",0.6,0.475,0.15,0.99,0.386,0.2195,0.3105
"1284","F",0.6,0.465,0.16,1.133,0.466,0.2885,0.298
"1285","F",0.605,0.455,0.145,0.862,0.334,0.1985,0.3
"1286","M",0.605,0.47,0.18,1.1155,0.479,0.2565,0.321
"1287","M",0.61,0.48,0.14,1.031,0.4375,0.2615,0.27
"1288","F",0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985
"1289","F",0.61,0.46,0.155,0.957,0.4255,0.1975,0.265
"1290","F",0.61,0.47,0.165,1.1785,0.566,0.2785,0.294
"1291","M",0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285
"1292","M",0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685
"1293","F",0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225
"1294","M",0.615,0.495,0.2,1.219,0.564,0.227,0.3885
"1295","M",0.62,0.49,0.16,1.035,0.44,0.2525,0.285
"1296","M",0.62,0.49,0.15,1.195,0.4605,0.302,0.355
"1297","F",0.62,0.495,0.17,1.062,0.372,0.213,0.34
"1298","M",0.62,0.495,0.195,1.5145,0.579,0.346,0.5195
"1299","M",0.62,0.47,0.15,1.309,0.587,0.4405,0.325
"1300","M",0.62,0.485,0.155,1.0295,0.425,0.2315,0.335
"1301","M",0.625,0.495,0.155,1.0485,0.487,0.212,0.3215
"1302","M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361
"1303","M",0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535
"1304","F",0.625,0.445,0.16,1.09,0.46,0.2965,0.304
"1305","F",0.625,0.52,0.18,1.354,0.4845,0.351,0.375
"1306","F",0.625,0.47,0.145,0.984,0.475,0.2,0.265
"1307","M",0.63,0.49,0.155,1.2525,0.63,0.246,0.289
"1308","F",0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395
"1309","F",0.635,0.52,0.165,1.3405,0.5065,0.296,0.412
"1310","F",0.635,0.505,0.155,1.2895,0.594,0.314,0.345
"1311","M",0.635,0.525,0.16,1.195,0.5435,0.246,0.335
"1312","M",0.635,0.5,0.165,1.273,0.6535,0.213,0.365
"1313","M",0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535
"1314","M",0.64,0.53,0.165,1.1895,0.4765,0.3,0.35
"1315","F",0.64,0.48,0.145,1.1145,0.508,0.24,0.34
"1316","F",0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41
"1317","M",0.64,0.49,0.155,1.1285,0.477,0.269,0.34
"1318","F",0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255
"1319","F",0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675
"1320","M",0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385
"1321","F",0.645,0.52,0.21,1.5535,0.616,0.3655,0.474
"1322","F",0.65,0.51,0.155,1.189,0.483,0.278,0.3645
"1323","F",0.65,0.51,0.185,1.375,0.531,0.384,0.3985
"1324","F",0.655,0.515,0.18,1.412,0.6195,0.2485,0.497
"1325","F",0.655,0.525,0.175,1.348,0.5855,0.2605,0.394
"1326","M",0.655,0.52,0.17,1.1445,0.53,0.223,0.348
"1327","F",0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49
"1328","M",0.66,0.51,0.175,1.218,0.5055,0.303,0.37
"1329","F",0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595
"1330","M",0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436
"1331","M",0.665,0.525,0.18,1.429,0.6715,0.29,0.4
"1332","F",0.67,0.53,0.205,1.4015,0.643,0.2465,0.416
"1333","M",0.675,0.515,0.15,1.312,0.556,0.2845,0.4115
"1334","F",0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245
"1335","M",0.68,0.54,0.19,1.623,0.7165,0.354,0.4715
"1336","M",0.68,0.54,0.155,1.534,0.671,0.379,0.384
"1337","M",0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075
"1338","M",0.69,0.55,0.18,1.6915,0.6655,0.402,0.5
"1339","M",0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505
"1340","F",0.7,0.575,0.205,1.773,0.605,0.447,0.538
"1341","M",0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375
"1342","M",0.7,0.55,0.195,1.6245,0.675,0.347,0.535
"1343","F",0.705,0.535,0.22,1.866,0.929,0.3835,0.4395
"1344","F",0.72,0.575,0.18,1.6705,0.732,0.3605,0.501
"1345","M",0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
"1346","F",0.725,0.57,0.205,1.6195,0.744,0.315,0.488
"1347","F",0.75,0.55,0.195,1.8325,0.83,0.366,0.44
"1348","M",0.76,0.605,0.215,2.173,0.801,0.4915,0.646
"1349","M",0.45,0.33,0.105,0.4955,0.2575,0.082,0.129
"1350","M",0.47,0.365,0.135,0.522,0.2395,0.1525,0.145
"1351","M",0.505,0.39,0.12,0.653,0.3315,0.1385,0.167
"1352","M",0.505,0.395,0.135,0.5915,0.288,0.1315,0.185
"1353","M",0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535
"1354","M",0.515,0.4,0.14,0.6335,0.288,0.145,0.168
"1355","M",0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765
"1356","F",0.53,0.43,0.15,0.741,0.325,0.1855,0.196
"1357","F",0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185
"1358","M",0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385
"1359","F",0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675
"1360","F",0.56,0.41,0.16,0.8215,0.342,0.184,0.253
"1361","M",0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475
"1362","F",0.57,0.435,0.15,0.8295,0.3875,0.156,0.245
"1363","M",0.58,0.46,0.16,1.063,0.513,0.2705,0.2625
"1364","M",0.59,0.465,0.165,1.115,0.5165,0.273,0.275
"1365","F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425
"1366","M",0.605,0.445,0.14,0.982,0.4295,0.2085,0.295
"1367","M",0.61,0.49,0.16,1.112,0.465,0.228,0.341
"1368","F",0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925
"1369","M",0.66,0.515,0.195,1.5655,0.7345,0.353,0.386
"1370","F",0.4,0.305,0.16,0.368,0.173,0.0705,0.105
"1371","M",0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135
"1372","F",0.455,0.355,1.13,0.594,0.332,0.116,0.1335
"1373","M",0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132
"1374","M",0.46,0.345,0.11,0.4595,0.235,0.0885,0.116
"1375","M",0.465,0.36,0.11,0.4955,0.2665,0.085,0.121
"1376","F",0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955
"1377","M",0.485,0.39,0.135,0.617,0.25,0.1345,0.1635
"1378","M",0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385
"1379","F",0.5,0.38,0.14,0.6355,0.277,0.143,0.1785
"1380","M",0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515
"1381","M",0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455
"1382","M",0.535,0.42,0.125,0.738,0.355,0.1895,0.1795
"1383","F",0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035
"1384","F",0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365
"1385","F",0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845
"1386","F",0.545,0.43,0.16,0.844,0.3945,0.1855,0.231
"1387","M",0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
"1388","F",0.565,0.44,0.135,0.83,0.393,0.1735,0.238
"1389","M",0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605
"1390","F",0.58,0.435,0.15,0.839,0.3485,0.207,0.192
"1391","F",0.585,0.485,0.15,1.079,0.4145,0.2115,0.356
"1392","M",0.595,0.465,0.15,0.919,0.4335,0.1765,0.262
"1393","F",0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375
"1394","F",0.61,0.43,0.14,0.909,0.438,0.2,0.22
"1395","M",0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372
"1396","F",0.62,0.49,0.16,1.056,0.493,0.244,0.2725
"1397","M",0.645,0.495,0.15,1.2095,0.603,0.2225,0.339
"1398","M",0.65,0.5,0.14,1.238,0.6165,0.2355,0.32
"1399","F",0.665,0.525,0.21,1.644,0.818,0.3395,0.4275
"1400","M",0.685,0.55,0.2,1.7725,0.813,0.387,0.49
"1401","F",0.69,0.54,0.195,1.2525,0.73,0.3975,0.462
"1402","F",0.705,0.57,0.185,1.761,0.747,0.3725,0.488
"1403","F",0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28
"1404","M",0.72,0.585,0.22,1.914,0.9155,0.448,0.479
"1405","F",0.72,0.575,0.215,2.1,0.8565,0.4825,0.602
"1406","F",0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935
"1407","M",0.775,0.57,0.22,2.032,0.735,0.4755,0.6585
"1408","F",0.505,0.39,0.115,0.66,0.3045,0.1555,0.175
"1409","M",0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245
"1410","F",0.505,0.385,0.115,0.616,0.243,0.1075,0.21
"1411","M",0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095
"1412","M",0.5,0.39,0.145,0.651,0.273,0.132,0.22
"1413","M",0.425,0.33,0.08,0.361,0.134,0.0825,0.125
"1414","M",0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175
"1415","F",0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
"1416","M",0.5,0.38,0.155,0.66,0.2655,0.1365,0.215
"1417","M",0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
"1418","F",0.49,0.385,0.125,0.5395,0.2175,0.128,0.165
"1419","M",0.585,0.48,0.185,1.04,0.434,0.265,0.285
"1420","M",0.595,0.455,0.155,1.041,0.416,0.2105,0.365
"1421","F",0.675,0.55,0.18,1.6885,0.562,0.3705,0.6
"1422","M",0.665,0.535,0.225,2.1835,0.7535,0.391,0.885
"1423","M",0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335
"1424","M",0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175
"1425","F",0.375,0.29,0.08,0.282,0.1405,0.0725,0.08
"1426","F",0.48,0.38,0.12,0.608,0.2705,0.1405,0.185
"1427","M",0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11
"1428","F",0.435,0.35,0.12,0.4585,0.192,0.1,0.13
"1429","F",0.29,0.21,0.075,0.275,0.113,0.0675,0.035
"1430","M",0.385,0.295,0.095,0.335,0.147,0.094,0.09
"1431","M",0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15
"1432","F",0.5,0.4,0.125,0.5765,0.2395,0.126,0.185
"1433","M",0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4
"1434","M",0.595,0.47,0.15,0.8915,0.359,0.2105,0.245
"1435","M",0.585,0.455,0.14,0.97,0.462,0.185,0.295
"1436","M",0.32,0.24,0.08,0.18,0.08,0.0385,0.055
"1437","F",0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215
"1438","M",0.44,0.35,0.11,0.4585,0.2,0.0885,0.13
"1439","F",0.44,0.33,0.115,0.4005,0.143,0.113,0.12
"1440","M",0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
"1441","F",0.56,0.425,0.125,0.932,0.361,0.213,0.335
"1442","F",0.59,0.455,0.175,0.966,0.391,0.2455,0.31
"1443","F",0.57,0.465,0.18,0.9995,0.405,0.277,0.295
"1444","M",0.68,0.53,0.205,1.496,0.5825,0.337,0.465
"1445","F",0.45,0.36,0.125,0.5065,0.222,0.105,0.16
"1446","M",0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155
"1447","M",0.455,0.35,0.105,0.401,0.1575,0.083,0.135
"1448","F",0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11
"1449","M",0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185
"1450","M",0.46,0.375,0.135,0.4935,0.186,0.0845,0.17
"1451","M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115
"1452","M",0.27,0.195,0.07,0.106,0.0465,0.018,0.036
"1453","M",0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505
"1454","F",0.745,0.585,0.19,1.966,0.8435,0.437,0.5855
"1455","F",0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935
"1456","M",0.55,0.44,0.135,0.879,0.368,0.2095,0.265
"1457","M",0.58,0.46,0.165,1.2275,0.473,0.1965,0.435
"1458","M",0.61,0.5,0.165,1.2715,0.4915,0.185,0.49
"1459","M",0.62,0.495,0.175,1.806,0.643,0.3285,0.725
"1460","M",0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285
"1461","F",0.64,0.51,0.2,1.3905,0.61,0.3315,0.41
"1462","M",0.69,0.55,0.2,1.8465,0.732,0.472,0.57
"1463","F",0.715,0.565,0.24,2.1995,0.7245,0.465,0.885
"1464","F",0.71,0.565,0.195,1.817,0.785,0.492,0.49
"1465","F",0.55,0.47,0.15,0.897,0.377,0.184,0.29
"1466","M",0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095
"1467","F",0.61,0.45,0.16,1.136,0.414,0.311,0.3
"1468","F",0.37,0.275,0.085,0.2405,0.104,0.0535,0.07
"1469","M",0.335,0.235,0.085,0.1545,0.066,0.0345,0.045
"1470","M",0.285,0.21,0.075,0.1185,0.055,0.0285,0.04
"1471","M",0.595,0.465,0.125,0.799,0.3245,0.2,0.23
"1472","F",0.645,0.5,0.17,1.1845,0.4805,0.274,0.355
"1473","M",0.575,0.45,0.185,0.925,0.342,0.197,0.35
"1474","F",0.57,0.45,0.17,1.098,0.414,0.187,0.405
"1475","F",0.58,0.45,0.235,1.071,0.3,0.206,0.395
"1476","F",0.595,0.48,0.2,0.975,0.358,0.2035,0.34
"1477","F",0.595,0.47,0.25,1.283,0.462,0.2475,0.445
"1478","F",0.625,0.42,0.165,1.0595,0.358,0.165,0.445
"1479","M",0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26
"1480","M",0.55,0.43,0.16,0.9295,0.317,0.1735,0.355
"1481","M",0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35
"1482","M",0.445,0.34,0.12,0.4475,0.193,0.1035,0.13
"1483","F",0.52,0.4,0.125,0.6865,0.295,0.1715,0.185
"1484","M",0.495,0.385,0.135,0.6335,0.2,0.1225,0.26
"1485","M",0.47,0.37,0.135,0.547,0.222,0.1325,0.17
"1486","F",0.49,0.37,0.14,0.585,0.243,0.115,0.195
"1487","M",0.58,0.47,0.165,0.927,0.3215,0.1985,0.315
"1488","M",0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455
"1489","F",0.575,0.485,0.165,1.0405,0.419,0.264,0.3
"1490","F",0.68,0.55,0.2,1.596,0.525,0.4075,0.585
"1491","F",0.65,0.515,0.195,1.4005,0.5195,0.36,0.44
"1492","F",0.645,0.49,0.215,1.406,0.4265,0.2285,0.51
"1493","M",0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295
"1494","M",0.615,0.48,0.19,1.36,0.5305,0.2375,0.47
"1495","M",0.42,0.345,0.105,0.43,0.175,0.096,0.13
"1496","F",0.29,0.225,0.075,0.14,0.0515,0.0235,0.04
"1497","M",0.42,0.34,0.115,0.4215,0.175,0.093,0.135
"1498","F",0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665
"1499","F",0.55,0.465,0.18,1.2125,0.3245,0.205,0.525
"1500","M",0.66,0.505,0.2,1.6305,0.4865,0.297,0.61
"1501","M",0.565,0.47,0.195,1.142,0.387,0.258,0.35
"1502","F",0.595,0.495,0.235,1.366,0.5065,0.219,0.52
"1503","M",0.63,0.51,0.23,1.539,0.5635,0.2815,0.57
"1504","F",0.43,0.325,0.12,0.445,0.165,0.0995,0.155
"1505","F",0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175
"1506","F",0.515,0.415,0.13,0.764,0.276,0.196,0.25
"1507","M",0.495,0.39,0.15,0.853,0.3285,0.189,0.27
"1508","F",0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19
"1509","F",0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2
"1510","M",0.58,0.465,0.175,1.035,0.401,0.1865,0.385
"1511","F",0.625,0.525,0.195,1.352,0.4505,0.2445,0.53
"1512","F",0.555,0.455,0.18,0.958,0.296,0.195,0.39
"1513","F",0.55,0.425,0.145,0.797,0.297,0.15,0.265
"1514","M",0.59,0.475,0.155,0.857,0.356,0.174,0.28
"1515","F",0.505,0.39,0.175,0.692,0.267,0.15,0.215
"1516","M",0.37,0.28,0.095,0.2225,0.0805,0.051,0.075
"1517","M",0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275
"1518","F",0.505,0.4,0.165,0.729,0.2675,0.155,0.25
"1519","F",0.56,0.445,0.18,0.903,0.3575,0.2045,0.295
"1520","M",0.595,0.475,0.17,1.0965,0.419,0.229,0.35
"1521","F",0.57,0.45,0.165,0.903,0.3305,0.1845,0.295
"1522","M",0.6,0.48,0.175,1.229,0.4125,0.2735,0.415
"1523","F",0.56,0.435,0.185,1.106,0.422,0.2435,0.33
"1524","M",0.585,0.465,0.19,1.171,0.3905,0.2355,0.4
"1525","F",0.46,0.36,0.115,0.4755,0.2105,0.105,0.16
"1526","M",0.415,0.315,0.125,0.388,0.068,0.09,0.125
"1527","F",0.435,0.32,0.12,0.3785,0.152,0.0915,0.125
"1528","F",0.475,0.38,0.135,0.486,0.1735,0.07,0.185
"1529","M",0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165
"1530","M",0.46,0.375,0.14,0.5105,0.192,0.1045,0.205
"1531","F",0.38,0.325,0.11,0.3105,0.12,0.074,0.105
"1532","F",0.47,0.365,0.12,0.543,0.2295,0.1495,0.15
"1533","M",0.36,0.27,0.09,0.2225,0.083,0.053,0.075
"1534","F",0.585,0.455,0.165,0.998,0.345,0.2495,0.315
"1535","M",0.655,0.59,0.2,1.5455,0.654,0.3765,0.415
"1536","M",0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38
"1537","F",0.57,0.46,0.17,1.1,0.4125,0.2205,0.38
"1538","F",0.645,0.5,0.2,1.4285,0.639,0.305,0.36
"1539","M",0.65,0.495,0.18,1.793,0.8005,0.339,0.53
"1540","M",0.51,0.395,0.145,0.6185,0.216,0.1385,0.24
"1541","M",0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175
"1542","M",0.495,0.415,0.165,0.7485,0.264,0.134,0.285
"1543","M",0.43,0.335,0.115,0.406,0.166,0.0935,0.135
"1544","F",0.59,0.465,0.16,1.1005,0.506,0.2525,0.295
"1545","M",0.55,0.46,0.175,0.869,0.3155,0.1825,0.32
"1546","M",0.585,0.43,0.16,0.955,0.3625,0.176,0.27
"1547","F",0.58,0.455,0.16,0.9215,0.312,0.196,0.3
"1548","F",0.62,0.51,0.15,1.456,0.581,0.2875,0.32
"1549","F",0.72,0.575,0.215,2.226,0.8955,0.405,0.62
"1550","F",0.635,0.51,0.175,1.2125,0.5735,0.261,0.36
"1551","F",0.61,0.48,0.175,1.0675,0.391,0.216,0.42
"1552","F",0.545,0.445,0.175,0.8525,0.3465,0.189,0.295
"1553","M",0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255
"1554","F",0.6,0.475,0.18,1.162,0.511,0.2675,0.32
"1555","F",0.52,0.41,0.17,0.8705,0.3735,0.219,0.25
"1556","M",0.635,0.51,0.21,1.598,0.6535,0.2835,0.58
"1557","F",0.67,0.52,0.15,1.406,0.519,0.348,0.37
"1558","M",0.695,0.57,0.2,2.033,0.751,0.4255,0.685
"1559","M",0.655,0.525,0.185,1.259,0.487,0.2215,0.445
"1560","F",0.62,0.48,0.23,1.0935,0.403,0.245,0.355
"1561","F",0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425
"1562","M",0.51,0.405,0.13,0.7175,0.3725,0.158,0.17
"1563","M",0.525,0.405,0.135,0.7575,0.3305,0.216,0.195
"1564","M",0.44,0.375,0.13,0.487,0.226,0.0965,0.155
"1565","F",0.495,0.385,0.13,0.6905,0.3125,0.179,0.175
"1566","F",0.5,0.395,0.15,0.7145,0.3235,0.173,0.195
"1567","F",0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1
"1568","F",0.58,0.475,0.155,0.974,0.4305,0.23,0.285
"1569","M",0.475,0.375,0.12,0.563,0.2525,0.1205,0.185
"1570","F",0.38,0.3,0.09,0.3215,0.1545,0.075,0.095
"1571","M",0.525,0.425,0.12,0.702,0.3335,0.1465,0.22
"1572","F",0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285
"1573","F",0.535,0.45,0.135,0.8075,0.322,0.181,0.25
"1574","M",0.475,0.36,0.12,0.578,0.2825,0.12,0.17
"1575","F",0.48,0.405,0.13,0.6375,0.277,0.1445,0.21
"1576","F",0.52,0.425,0.15,0.813,0.385,0.2015,0.23
"1577","M",0.46,0.375,0.13,0.5735,0.2505,0.119,0.195
"1578","F",0.58,0.455,0.12,0.94,0.399,0.257,0.265
"1579","M",0.59,0.49,0.135,1.008,0.422,0.2245,0.285
"1580","F",0.55,0.415,0.135,0.775,0.302,0.179,0.26
"1581","F",0.65,0.5,0.165,1.1445,0.485,0.218,0.365
"1582","F",0.465,0.375,0.135,0.6,0.2225,0.129,0.23
"1583","M",0.455,0.355,0.13,0.515,0.2,0.1275,0.175
"1584","M",0.47,0.375,0.13,0.5795,0.2145,0.164,0.195
"1585","F",0.435,0.35,0.11,0.384,0.143,0.1005,0.125
"1586","M",0.35,0.265,0.11,0.2965,0.1365,0.063,0.085
"1587","M",0.595,0.47,0.145,0.991,0.4035,0.1505,0.34
"1588","F",0.58,0.475,0.135,0.925,0.391,0.165,0.275
"1589","M",0.575,0.435,0.15,0.805,0.293,0.1625,0.27
